id,title,course_level,department_name
HISTORY150,Topics in African American History,Upper Division (100-199),History
HISTORY164B,Caribbean History: Emancipation to Independence,Upper Division (100-199),History
HISTORY165,Race and Empire in Colonial Latin America,Upper Division (100-199),History
HISTORY169,Topics in Latin American History,Upper Division (100-199),History
HISTORY193,Advanced Research Seminar I,Upper Division (100-199),History
HISTORY15F,What to Eat? Immigrants and the Development of American Cuisines,Lower Division (1-99),History
HISTORY172G,Topics in the History of Japan,Upper Division (100-199),History
HISTORY173G,Topics in the History of Korea,Upper Division (100-199),History
HISTORY142B,Topics in American Social and Economic History,Upper Division (100-199),History
HISTORY16A,World Religions I,Lower Division (1-99),History
HISTORY175G,Topics in the History of Southeast Asia,Upper Division (100-199),History
HISTORY180,Special Studies in Social History,Upper Division (100-199),History
HISTORY152,Topics in Asian-American History,Upper Division (100-199),History
HISTORY151D,Latina/Latino Pop:  Latina/Latino Popular Culture,Upper Division (100-199),History
HISTORY140,Topics in U.S. History,Upper Division (100-199),History
HISTORY15A,Native American History,Lower Division (1-99),History
HISTORY16B,World Religions II,Lower Division (1-99),History
HISTORY170B,Medieval India,Upper Division (100-199),History
HISTORY160,Sex and Conquest in Latin America,Upper Division (100-199),History
HISTORY185,Special Studies in Social Theory,Upper Division (100-199),History
HISTORY18A,Major Jewish Texts,Lower Division (1-99),History
HISTORY194,Advanced Research Seminar II,Upper Division (100-199),History
HISTORY148B,Topics in Multicultural U.S. History,Upper Division (100-199),History
HISTORY151C,Latinas in the Twentieth Century U.S.,Upper Division (100-199),History
HISTORY15G,Racial Segregation in Modern U.S.,Lower Division (1-99),History
HISTORY137,Surviving Epidemics,Upper Division (100-199),History
HISTORY15D,History of Sexuality in the US,Lower Division (1-99),History
HISTORY171G,Topics in the History of China,Upper Division (100-199),History
HISTORY200,History and Theory,Graduate/Professional Only (200+),History
HISTORY299,Dissertation Research,Graduate/Professional Only (200+),History
HISTORY36B,The Formation of Ancient Greek Society:  Late Archaic and Classical Greece,Lower Division (1-99),History
HUMAN198,Directed Group Study,Upper Division (100-199),Humanities
HUMAN199,Directed Research,Upper Division (100-199),Humanities
HUMAN260A,Critical Theory Workshop,Graduate/Professional Only (200+),Humanities
HISTORY204A,Second-Year Research Seminar,Graduate/Professional Only (200+),History
HISTORY37A,The Formation of Ancient Roman Society: Origins to Roman Republic,Lower Division (1-99),History
HISTORY70C,Problems in History: United States,Lower Division (1-99),History
HISTORY202B,First-Year Research Seminar,Graduate/Professional Only (200+),History
HISTORY230,Topics in European History,Graduate/Professional Only (200+),History
HISTORY280,Topics in Asian History,Graduate/Professional Only (200+),History
HISTORY204B,Second-Year Research Seminar,Graduate/Professional Only (200+),History
HISTORY40A,Colonial America:  New Worlds,Lower Division (1-99),History
HUMAN175,Topics in Humanities and Science,Upper Division (100-199),Humanities
HUMAN260B,Critical Theory Workshop,Graduate/Professional Only (200+),Humanities
HUMAN1BS,Humanities Core Writing,Lower Division (1-99),Humanities
HUMAN265A,Issues In Latin American Studies I,Graduate/Professional Only (200+),Humanities
HUMAN398A,Foreign Language Teaching: Approaches and Methods,Graduate/Professional Only (200+),Humanities
HISTORY5,"Truth, Lies, and History: The Uses of the Past",Lower Division (1-99),History
HUMAN1A,Humanities Core Lecture,Lower Division (1-99),Humanities
HISTORY250,Topics in Latin American History,Graduate/Professional Only (200+),History
HISTORY290,Special Topics,Graduate/Professional Only (200+),History
HISTORY198,Directed Group Study,Upper Division (100-199),History
HISTORY37C,The Formation of Ancient Roman Society: The Fall of Rome,Lower Division (1-99),History
HUMAN10,Masterpieces of Literature,Lower Division (1-99),Humanities
HUMAN1AS,Humanities Core Writing,Lower Division (1-99),Humanities
HUMAN1B,Humanities Core Lecture,Lower Division (1-99),Humanities
HISTORY21B,World: Empires and Revolutions,Lower Division (1-99),History
HISTORY37B,The Formation of Ancient Roman Society: Roman Empire,Lower Division (1-99),History
HISTORY40B,Nineteenth-Century U.S.: Crisis and Expansion,Lower Division (1-99),History
HISTORY36A,The Formation of Ancient Greek Society: Early Greece,Lower Division (1-99),History
HISTORY297,History Internship,Graduate/Professional Only (200+),History
HUMAN1C,Humanities Core Lecture,Lower Division (1-99),Humanities
HUMAN260C,Critical Theory Workshop,Graduate/Professional Only (200+),Humanities
HISTORY70B,Problems in History: Europe,Lower Division (1-99),History
HUMAN265C,Issues In Latin American Studies III,Graduate/Professional Only (200+),Humanities
HISTORY70F,Problems in History: Transregional History,Lower Division (1-99),History
HUMAN1AES,Humanities Core Writing: Entry Level Writing.  4 Units,Lower Division (1-99),Humanities
HUMAN1BES,Humanities Core Writing: Entry Level Writing.  4 Units,Lower Division (1-99),Humanities
HUMAN195,Humanities Out There (H.O.T.)  Practicum,Upper Division (100-199),Humanities
HISTORY197,Internships in Public History,Upper Division (100-199),History
HUMAN265B,Issues In Latin American Studies II,Graduate/Professional Only (200+),Humanities
HISTORY21A,World:  Innovations,Lower Division (1-99),History
HISTORY21C,"World: Nation, War, and Rights",Lower Division (1-99),History
HISTORY260,Topics in American History,Graduate/Professional Only (200+),History
HISTORY298,Experimental Group Study,Graduate/Professional Only (200+),History
HISTORY399,University Teaching,Graduate/Professional Only (200+),History
HISTORY40C,Modern America:  Culture and Power,Lower Division (1-99),History
HISTORY60,The Making of Modern Science,Lower Division (1-99),History
HISTORY70D,Problems in History: Latin America,Lower Division (1-99),History
HISTORY70E,Problems in History: Middle East and Africa,Lower Division (1-99),History
HUMAN261,Race and Justice Studies Writing Seminar,Graduate/Professional Only (200+),Humanities
HUMAN1CS,Humanities Core Writing,Lower Division (1-99),Humanities
HISTORY240,Topics in World History,Graduate/Professional Only (200+),History
HISTORY291,Directed Reading,Graduate/Professional Only (200+),History
HISTORY50,Crises and Revolutions,Lower Division (1-99),History
HUMAN298,Humanities Out There (H.O.T.) Practicum,Graduate/Professional Only (200+),Humanities
HISTORY199,Independent Reading,Upper Division (100-199),History
HISTORY202A,First-Year Research Seminar,Graduate/Professional Only (200+),History
HISTORY270,Topics in Middle Eastern History,Graduate/Professional Only (200+),History
HISTORY36C,The Formation of Ancient Greek Society: Fourth-Century and Hellenistic Greece,Lower Division (1-99),History
HISTORY70A,Problems in History: Asia,Lower Division (1-99),History
HUMAN270,Advanced Critical Theory,Graduate/Professional Only (200+),Humanities
HUMANH81,The Vietnam War,Lower Division (1-99),Humanities
HUMANH1AS,Humanities Core Writing: Honors,Lower Division (1-99),Humanities
I&CSCI168,Multiplayer Game Project,Upper Division (100-199),Information and Computer Science
HUMANH83,How Nations Remember,Lower Division (1-99),Humanities
I&CSCI11,The Internet and Public Policy,Lower Division (1-99),Information and Computer Science
I&CSCI193,Tutoring in ICS,Upper Division (100-199),Information and Computer Science
IN4MATX117,Project in Software System Design,Graduate/Professional Only (200+),Informatics
I&CSCI3,Internet Technologies and their Social Impact,Lower Division (1-99),Information and Computer Science
I&CSCI51,Introductory Computer Organization,Lower Division (1-99),Information and Computer Science
I&CSCI60,Games and Society,Lower Division (1-99),Information and Computer Science
IN4MATX12,"Barter to Bitcoin: Society, Technology and the Future of Money",Graduate/Professional Only (200+),Informatics
HUMANH120,Honors Proseminar,Upper Division (100-199),Humanities
I&CSCI169B,Capstone Game Project II,Upper Division (100-199),Information and Computer Science
HUMANH1CS,Humanities Core Writing: Honors,Lower Division (1-99),Humanities
I&CSCI10,How Computers Work,Lower Division (1-99),Information and Computer Science
I&CSCI5,Global Disruption and Information Technology,Lower Division (1-99),Information and Computer Science
IN4MATX121,Software Design: Applications,Graduate/Professional Only (200+),Informatics
HUMANH142W,Senior Honors Colloquium,Upper Division (100-199),Humanities
HUMAN399,University Teaching,Graduate/Professional Only (200+),Humanities
I&CSCI7,Spreadsheets for Problem-Solving,Lower Division (1-99),Information and Computer Science
I&CSCIH197,Honors Seminar,Upper Division (100-199),Information and Computer Science
IN4MATX115,"Software Testing, Analysis, and Quality Assurance",Graduate/Professional Only (200+),Informatics
HUMANH145,Arts of Contemporary Communication,Upper Division (100-199),Humanities
I&CSCI32A,Python Programming and Libraries (Accelerated),Lower Division (1-99),Information and Computer Science
I&CSCI45C,Programming in C/C++ as a Second Language,Lower Division (1-99),Information and Computer Science
I&CSCI53,Principles in System Design,Lower Division (1-99),Information and Computer Science
I&CSCI6N,Computational Linear Algebra,Lower Division (1-99),Information and Computer Science
I&CSCI80,Special Topics in Information and Computer Science,Lower Division (1-99),Information and Computer Science
I&CSCI398A,Teaching Assistant Training Seminar,Graduate/Professional Only (200+),Information and Computer Science
HUMANH84,Traveling East/West,Lower Division (1-99),Humanities
I&CSCI167,Multiplayer Game Systems,Upper Division (100-199),Information and Computer Science
I&CSCI31,Introduction to Programming,Lower Division (1-99),Information and Computer Science
I&CSCI32,Programming with Software Libraries,Lower Division (1-99),Information and Computer Science
I&CSCI53L,Principles in System Design Laboratory,Lower Division (1-99),Information and Computer Science
I&CSCI4,Human Factors for the Web,Lower Division (1-99),Information and Computer Science
I&CSCI45J,Programming in Java as a Second Language,Lower Division (1-99),Information and Computer Science
IN4MATX113,Requirements Analysis and Engineering,Graduate/Professional Only (200+),Informatics
HUMAN52,Foundations of Bilingual Education and Bilingualism,Lower Division (1-99),Humanities
I&CSCI166,Game Design,Upper Division (100-199),Information and Computer Science
HUMANH140,Senior Honors Seminar,Upper Division (100-199),Humanities
HUMANH141,Senior Honors Thesis,Upper Division (100-199),Humanities
HUMANH1BS,Humanities Core Writing: Honors,Lower Division (1-99),Humanities
HUMANH80,Exploring Memory,Lower Division (1-99),Humanities
I&CSCI162,Modeling and World Building,Upper Division (100-199),Information and Computer Science
I&CSCI61,Game Design Fundamentals,Lower Division (1-99),Information and Computer Science
I&CSCI399,University Teaching,Graduate/Professional Only (200+),Information and Computer Science
I&CSCI9,Introduction to Computation for Scientists and Engineers,Lower Division (1-99),Information and Computer Science
I&CSCI90,New Students Seminar,Lower Division (1-99),Information and Computer Science
I&CSCI161,Game Engine Lab,Upper Division (100-199),Information and Computer Science
I&CSCI62,Game Technologies and Interactive Media,Lower Division (1-99),Information and Computer Science
HUMANB1A,Humanities Core Biological Sciences Lecture,Lower Division (1-99),Humanities
I&CSCI20,Invitation to Computing,Lower Division (1-99),Information and Computer Science
I&CSCI163,Mobile and Ubiquitous Games,Upper Division (100-199),Information and Computer Science
I&CSCI192,Industrial or Public Sector Field Study,Upper Division (100-199),Information and Computer Science
I&CSCI33,Intermediate Programming,Lower Division (1-99),Information and Computer Science
I&CSCI6B,Boolean Logic and Discrete Structures,Lower Division (1-99),Information and Computer Science
I&CSCI6D,Discrete Mathematics for Computer Science,Lower Division (1-99),Information and Computer Science
HUMAN398B,Foreign Language Teaching: Approaches and Methods,Graduate/Professional Only (200+),Humanities
I&CSCI398B,Advanced Teaching Assistant Seminar,Graduate/Professional Only (200+),Information and Computer Science
I&CSCI46,Data Structure Implementation and Analysis,Lower Division (1-99),Information and Computer Science
IN4MATX101,Concepts in Programming Languages I,Graduate/Professional Only (200+),Informatics
I&CSCI139W,Critical Writing on Information Technology,Upper Division (100-199),Information and Computer Science
I&CSCI169A,Capstone Game Project I,Upper Division (100-199),Information and Computer Science
IN4MATX102,Concepts of Programming Language II,Graduate/Professional Only (200+),Informatics
IN4MATX153,Computer Supported Cooperative Work,Graduate/Professional Only (200+),Informatics
IN4MATX132,Project in Human-Computer Interaction Requirements and Evaluation,Graduate/Professional Only (200+),Informatics
IN4MATX232,Research in Human-Centered Computing,Graduate/Professional Only (200+),Informatics
IN4MATX288,Capstone Project and Portfolio,Graduate/Professional Only (200+),Informatics
INTLST102A,Global Refugees and Stateless People,Upper Division (100-199),International Studies
INTLST130,Transnational Gangs,Upper Division (100-199),International Studies
IN4MATX251,Computer-Supported Cooperative Work,Graduate/Professional Only (200+),Informatics
IN4MATX267,Digital Media and Society,Graduate/Professional Only (200+),Informatics
IN4MATXH198,Honors Research,Graduate/Professional Only (200+),Informatics
INNO202,Leadership for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST124A,Introduction to the Comparative Study of Legal Cultures,Upper Division (100-199),International Studies
INTLST14,Introduction to International Relations,Lower Division (1-99),International Studies
INTLST151B,Religion and World Politics,Upper Division (100-199),International Studies
INTLST161A,Political Islam,Upper Division (100-199),International Studies
INTLST163,Global Inequalities,Upper Division (100-199),International Studies
INTLST17,Global Environmental Issues,Lower Division (1-99),International Studies
INTLST176C,Political Power in Contemporary China,Upper Division (100-199),International Studies
INTLST177E,Cuban Society and Revolution,Upper Division (100-199),International Studies
INTLST179,Special Topics: Geographic Focus in International Studies,Upper Division (100-199),International Studies
INTLST183A,Global and International Studies Forum,Upper Division (100-199),International Studies
IN4MATX163,Project in the Social and Organizational Impacts of Computing,Graduate/Professional Only (200+),Informatics
IN4MATX244,Introduction to Embedded and Ubiquitous Systems,Graduate/Professional Only (200+),Informatics
IN4MATX191A,Senior Design Project,Graduate/Professional Only (200+),Informatics
IN4MATX199,Individual Study,Graduate/Professional Only (200+),Informatics
IN4MATX281,User Needs Analysis,Graduate/Professional Only (200+),Informatics
INTLST100,Global Trials,Upper Division (100-199),International Studies
INTLST106B,Global Food Environment,Upper Division (100-199),International Studies
INTLST115,Global Poverty and Inequality in the 21st Century,Upper Division (100-199),International Studies
INNO209,Managerial Finance for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST158D,China in the Global Age,Upper Division (100-199),International Studies
IN4MATX280,Overview of Human-Computer Interaction and Design,Graduate/Professional Only (200+),Informatics
IN4MATX284,Advanced Design and Prototyping,Graduate/Professional Only (200+),Informatics
IN4MATX286,Innovations in HCI and Design,Graduate/Professional Only (200+),Informatics
IN4MATX287,Capstone Project in HCI and Design,Graduate/Professional Only (200+),Informatics
INNO211,MIE Pre-Accelerator,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST101A,Global Social Movements,Upper Division (100-199),International Studies
INTLST12,Global Political Ideologies,Lower Division (1-99),International Studies
IN4MATX133,User Interaction Software,Graduate/Professional Only (200+),Informatics
IN4MATX131,Human Computer Interaction,Graduate/Professional Only (200+),Informatics
IN4MATX190,Special Topics in Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX242,Ubiquitous Computing and Interaction,Graduate/Professional Only (200+),Informatics
IN4MATX290,Research Seminar,Graduate/Professional Only (200+),Informatics
INNO205,Marketing for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INNO299,Individual Study,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST101B,Global Cities and Slums,Upper Division (100-199),International Studies
INTLST111B,World of Coffee,Upper Division (100-199),International Studies
INTLST152A,Non-Government Organization (NGO) Fundamentals,Upper Division (100-199),International Studies
INTLST16,Human Rights and Global Governance,Lower Division (1-99),International Studies
IN4MATX134,Project in User Interaction Software,Graduate/Professional Only (200+),Informatics
IN4MATX141,Information Retrieval,Graduate/Professional Only (200+),Informatics
IN4MATX241,Introduction to Ubiquitous Computing,Graduate/Professional Only (200+),Informatics
IN4MATX265,Theories of Information Society,Graduate/Professional Only (200+),Informatics
IN4MATX291S,Literature Survey in Software Engineering,Graduate/Professional Only (200+),Informatics
IN4MATX299,Individual Study,Graduate/Professional Only (200+),Informatics
INNO298,Merage Consulting Projects for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST112A,International Business,Upper Division (100-199),International Studies
INTLST122,Nuclear Environments,Upper Division (100-199),International Studies
INTLST145A,International Law,Upper Division (100-199),International Studies
INTLST150,Racism and Global Apartheid,Upper Division (100-199),International Studies
INTLST175A,U.S. War on Terrorism,Upper Division (100-199),International Studies
IN4MATX207S,Doctoral Seminar on Research and Writing,Graduate/Professional Only (200+),Informatics
IN4MATX263,"Computerization, Work, and Organizations",Graduate/Professional Only (200+),Informatics
INNO214,Entrepreneurship,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST103A,Case Studies in Global and Planetary Health,Upper Division (100-199),International Studies
INTLST104A,Global Trafficking,Upper Division (100-199),International Studies
INTLST13,Global Economy,Lower Division (1-99),International Studies
INTLST141B,Homeland Security,Upper Division (100-199),International Studies
INTLST148W,Global Futures,Upper Division (100-199),International Studies
INTLST157C,Comparing European and US Societies,Upper Division (100-199),International Studies
IN4MATX164,Children's Learning and Media,Graduate/Professional Only (200+),Informatics
IN4MATX173,Consumer Health Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX125,Computer Game Development,Graduate/Professional Only (200+),Informatics
IN4MATX285,Interactive Technology Studio,Graduate/Professional Only (200+),Informatics
IN4MATX80,Special Topics in Informatics,Graduate/Professional Only (200+),Informatics
INNO203,Financial Accounting for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INNO252D,New Product Development for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INNO257,Marketing on the Internet for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST104BW,Global Gender and Sexuality,Upper Division (100-199),International Studies
INTLST146,Global Indigeneity,Upper Division (100-199),International Studies
IN4MATX203,Qualitative Research Methods in Information Systems,Graduate/Professional Only (200+),Informatics
IN4MATX283,User Experience Evaluation,Graduate/Professional Only (200+),Informatics
INNO218,Venture Capital for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST106A,Global Political Ecology,Upper Division (100-199),International Studies
INTLST11,Global Cultures and Society,Lower Division (1-99),International Studies
INTLST177G,Revolution and Reaction in Cold War Latin America,Upper Division (100-199),International Studies
INNO290,Special Topics in Innovation and Entrepreneurship,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST15,Global Political Economy,Lower Division (1-99),International Studies
INTLST158B,Peoples of the Pacific,Upper Division (100-199),International Studies
INTLST177C,Revolution in Latin America,Upper Division (100-199),International Studies
IN4MATX143,Information Visualization,Graduate/Professional Only (200+),Informatics
IN4MATX122,Software Design: Structure and Implementation,Graduate/Professional Only (200+),Informatics
IN4MATX124,Internet Applications Engineering,Graduate/Professional Only (200+),Informatics
IN4MATX148,Project in Ubiquitous Computing,Graduate/Professional Only (200+),Informatics
IN4MATX162W,Organizational Information Systems,Graduate/Professional Only (200+),Informatics
IN4MATX191B,Senior Design Project,Graduate/Professional Only (200+),Informatics
IN4MATX282,Design and Prototyping,Graduate/Professional Only (200+),Informatics
IN4MATXH81,"Ethics, Technology, and Design",Graduate/Professional Only (200+),Informatics
INNO294,Edge: Innovation in the New Digital Age,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST147CW,International Humanitarianism,Upper Division (100-199),International Studies
IN4MATX161,Social Analysis of Computing,Graduate/Professional Only (200+),Informatics
IN4MATX171,Introduction to Health Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX231,User Interface Design and Evaluation,Graduate/Professional Only (200+),Informatics
IN4MATX273,Information Technology in Global Sustainability,Graduate/Professional Only (200+),Informatics
IN4MATX43,Introduction to Software Engineering,Graduate/Professional Only (200+),Informatics
INTLST1,Introduction to Global Studies,Lower Division (1-99),International Studies
INTLST177D,U.S. Intervention in Latin America,Upper Division (100-199),International Studies
INTLST177I,Ancient Civilization of Mexico and the Southwest,Upper Division (100-199),International Studies
IN4MATX172,Project in Health Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX174,Health Data Analytics,Graduate/Professional Only (200+),Informatics
INTLST165,Introduction to Contemporary Middle East Politics,Upper Division (100-199),International Studies
IN4MATX151,Project Management,Graduate/Professional Only (200+),Informatics
IN4MATX205,Quantitative Research Methods in Information Systems,Graduate/Professional Only (200+),Informatics
IN4MATX201,Research Methodology for Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX261,Social Analysis of Computing,Graduate/Professional Only (200+),Informatics
IN4MATX295,Special Topics in Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX298,Thesis Supervision,Graduate/Professional Only (200+),Informatics
INNO275,Innovation Internship,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST143A,Vietnam War,Upper Division (100-199),International Studies
INTLST153F,Militarism and Gender,Upper Division (100-199),International Studies
INTLST154W,Ethics and Justice in International Affairs,Upper Division (100-199),International Studies
INTLST162B,Peoples and Cultures of Post-Soviet Eurasia,Upper Division (100-199),International Studies
IN4MATX209S,Seminar in Informatics,Graduate/Professional Only (200+),Informatics
IN4MATX289,Special Topics in Applying Human-Computer Interaction and Design in Industry,Graduate/Professional Only (200+),Informatics
INNO212,Business Growth Strategies for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INNO215,Lean Startup,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INNO292,Business Law for Entrepreneurs,Graduate/Professional Only (200+),Innovation and Entrepreneurship
INTLST102B,Global Asias and Orientalism,Upper Division (100-199),International Studies
INTLST155,Racial Capitalism,Upper Division (100-199),International Studies
INTLST183B,Seminar in Mediation,Upper Division (100-199),International Studies
INTLST202,Foundations of European Social Thought,Graduate/Professional Only (200+),International Studies
IRAN231A,History of Zoroastrianism,Graduate/Professional Only (200+),Iranian Studies
IRAN290,Special Topics in Premodern Iranian Studies,Graduate/Professional Only (200+),Iranian Studies
IRAN294,Curatorial Methods,Graduate/Professional Only (200+),Iranian Studies
JAPANSE100B,Classical Japanese,Upper Division (100-199),Japanese
JAPANSE101B,Fourth Year Japanese,Upper Division (100-199),Japanese
IRAN255B,Medieval India,Graduate/Professional Only (200+),Iranian Studies
IRAN297,Directed Readings in Persian/Iranian Studies,Graduate/Professional Only (200+),Iranian Studies
ITALIAN1A,Fundamentals of Italian,Lower Division (1-99),Italian
ITALIAN2A,Intermediate Italian,Lower Division (1-99),Italian
JAPANSE1A,Fundamental Japanese,Lower Division (1-99),Japanese
JAPANSE1B,Fundamental Japanese,Lower Division (1-99),Japanese
INTLST201,What is Global Studies?,Graduate/Professional Only (200+),International Studies
IRAN281,Studies in Middle Iranian,Graduate/Professional Only (200+),Iranian Studies
INTLST210B,Proseminar in Global Studies II,Graduate/Professional Only (200+),International Studies
INTLST220,Global Indigeneity,Graduate/Professional Only (200+),International Studies
ITALIAN1C,Fundamentals of Italian,Lower Division (1-99),Italian
ITALIAN2B,Intermediate Italian,Lower Division (1-99),Italian
JAPANSE100A,Classical Japanese,Upper Division (100-199),Japanese
INTLST199,Individual Study,Upper Division (100-199),International Studies
INTLSTH180,International Studies Honors Research Seminar,Upper Division (100-199),International Studies
INTLST215,Global Perspectives on Gender and Sexuality,Graduate/Professional Only (200+),International Studies
INTLST207,Research Design and Methods,Graduate/Professional Only (200+),International Studies
IRAN231C,Medieval Persia,Graduate/Professional Only (200+),Iranian Studies
ITALIAN1AB,Intensive Italian Fundamentals,Lower Division (1-99),Italian
IRAN296,"Ethics, Law, and Art",Graduate/Professional Only (200+),Iranian Studies
JAPANSE1C,Fundamental Japanese,Lower Division (1-99),Japanese
ITALIAN199,Tutorial in Italian Literature and Culture,Upper Division (100-199),Italian
INTLST203,Globalizing Social Theory in the Age of Extremes,Graduate/Professional Only (200+),International Studies
INTLST299,Independent Study,Graduate/Professional Only (200+),International Studies
INTLST290,Dissertation Research,Graduate/Professional Only (200+),International Studies
ITALIAN1B,Fundamentals of Italian,Lower Division (1-99),Italian
INTLST189,Special Topics: Global Focus in International Studies,Upper Division (100-199),International Studies
IRAN298,Special Topics in Persian/Iranian Studies,Graduate/Professional Only (200+),Iranian Studies
ITALIAN1BCSP,Accelerated Fundamentals of Italian for Spanish Speakers,Lower Division (1-99),Italian
INTLST260,Directed Reading and Research,Graduate/Professional Only (200+),International Studies
IRAN292,Seminar in Premodern Iranian Studies,Graduate/Professional Only (200+),Iranian Studies
ITALIAN1ABSP,Accelerated Fundamentals of Italian for Spanish Speakers,Lower Division (1-99),Italian
JAPANSE180,Topics in Japanese Literature,Upper Division (100-199),Japanese
IRAN255A,Ancient India,Graduate/Professional Only (200+),Iranian Studies
INTLST206,Engaging Global Issues,Graduate/Professional Only (200+),International Studies
IRAN282,Studies in Classical Persian,Graduate/Professional Only (200+),Iranian Studies
ITALIAN1BC,Intensive Italian Fundamentals,Lower Division (1-99),Italian
JAPANSE115,Japanese Literature: Advanced Texts,Upper Division (100-199),Japanese
INTLST183CW,Seminar Conflict Resolution,Upper Division (100-199),International Studies
INTLSTH190,Honors Thesis,Upper Division (100-199),International Studies
IRAN295,Special Methods,Graduate/Professional Only (200+),Iranian Studies
ITALIAN99,Special Studies in Italian,Lower Division (1-99),Italian
INTLST183E,Conflict Resolution in Cross-Cultural Perspective,Upper Division (100-199),International Studies
INTLST204,Theories of Globalization,Graduate/Professional Only (200+),International Studies
INTLST205,Theories from the Global South,Graduate/Professional Only (200+),International Studies
INTLST210A,Proseminar in Global Studies I,Graduate/Professional Only (200+),International Studies
INTLST210C,Proseminar in Global Studies III,Graduate/Professional Only (200+),International Studies
IRAN231B,Ancient Persia,Graduate/Professional Only (200+),Iranian Studies
ITALIAN150,Topics in Italian Literature and Culture,Upper Division (100-199),Italian
JAPANSE101A,Fourth Year Japanese,Upper Division (100-199),Japanese
JAPANSE199,Independent Study,Upper Division (100-199),Japanese
INTLST208,Grant Writing,Graduate/Professional Only (200+),International Studies
IRAN280,Studies in Old Iranian,Graduate/Professional Only (200+),Iranian Studies
ITALIAN50,Topics in Italian Culture,Lower Division (1-99),Italian
IRAN293,Directed Readings in Premodern Iranian Studies,Graduate/Professional Only (200+),Iranian Studies
ITALIAN2C,Intermediate Italian,Lower Division (1-99),Italian
JAPANSE201,Readings in Traditional Japanese Prose,Graduate/Professional Only (200+),Japanese
JAPANSE299,Dissertation Research,Graduate/Professional Only (200+),Japanese
JAPANSE2B,Intermediate Japanese,Lower Division (1-99),Japanese
LATIN100,Topics in Classical Latin,Upper Division (100-199),Latin
LATIN198,Directed Group Study,Upper Division (100-199),Latin
LITJRN101A,"Studies in the History, Theory, and Ethics of Literary Journalism",Upper Division (100-199),Literary Journalism
LPS135A,The Scientific Revolution,Upper Division (100-199),Logic and Philosophy of Science
LPS147,Topics in Philosophy of Mathematics,Upper Division (100-199),Logic and Philosophy of Science
LPS215,Topics in Analytic Philosophy,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS40,The Nature of Scientific Inquiry,Lower Division (1-99),Logic and Philosophy of Science
LPSH123,What is Disease?,Upper Division (100-199),Logic and Philosophy of Science
LSCI248M,Modal Logic,Graduate/Professional Only (200+),Language Science
M&MG219,Medical Virology,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
MATH107,Numerical Differential Equations,Upper Division (100-199),Mathematics
MATH112A,Introduction to Partial Differential Equations and Applications I,Upper Division (100-199),Mathematics
MATH117,Dynamical Systems,Upper Division (100-199),Mathematics
LATIN199,Independent Studies in Latin,Upper Division (100-199),Latin
LATIN1C,Fundamentals of Latin,Lower Division (1-99),Latin
LITJRN100,Advanced Reporting,Upper Division (100-199),Literary Journalism
LPS105B,Metalogic,Upper Division (100-199),Logic and Philosophy of Science
LPS144,Topics in Philosophy of Social Science,Upper Division (100-199),Logic and Philosophy of Science
LPS205B,Metalogic,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS221A,Medical Epistemology,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS243,Topics in Philosophy of Psychology,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS31,Introduction to Inductive Logic,Lower Division (1-99),Logic and Philosophy of Science
LPS60,The Making of Modern Science,Lower Division (1-99),Logic and Philosophy of Science
LSCI111,Intermediate Phonology,Upper Division (100-199),Language Science
LSCI143,Introduction to Formal Semantics,Upper Division (100-199),Language Science
LSCI145A,Elementary Set Theory,Upper Division (100-199),Language Science
LSCI2,Discovering Language,Lower Division (1-99),Language Science
LSCI259,Special Topics in Psycholinguistics,Graduate/Professional Only (200+),Language Science
LSCI3,Introduction to Linguistics,Lower Division (1-99),Language Science
